Duration,Activity,Revenue,Source
46.4,11,31.5,Directlink
10,2,0,GoogleSearch
58.2,2,0,Directlink
12,2,0,GoogleSearch
9,3,0,GoogleSearch
7.7,2,0,GoogleSearch
8.7,2,0,GoogleSearch
8.8,3,0,GoogleSearch
5.8,2,0,GoogleSearch
10.4,1,2.1,GoogleSearch
7.3,3,0,GoogleSearch
70.6,2,35.4,GoogleSearch
9.3,1,0,GoogleSearch
8.3,2,0,GoogleSearch
10.3,3,4.1,GoogleSearch
9.4,1,0,GoogleSearch
9.5,4,0,GoogleSearch
12.3,1,0,GoogleSearch
12,3,0,GoogleSearch
73.9,1,74,GoogleSearch
12.5,2,0,GoogleSearch
6.9,2,0,GoogleSearch
1,2,0,GoogleAdWord
10.9,1,2.2,GoogleSearch
61.9,10,6.3,GoogleSearch
9.3,1,0,GoogleSearch
1,1,0,GoogleAdWord
13.8,1,0,GoogleAdWord
13.2,1,0,GoogleAdWord
9,2,0,GoogleSearch
8.1,3,0,GoogleSearch
1,0,0,GoogleAdWord
7.9,2,0,GoogleSearch
8.9,1,0,GoogleSearch
6.8,3,0,GoogleSearch
3.6,1,0,GoogleAdWord
1,1,0,GoogleAdWord
7.8,0,0,GoogleSearch
11.1,2,0,GoogleSearch
11.1,1,0,GoogleSearch
11.4,3,0,GoogleSearch
7.6,1,0,GoogleSearch
10.4,2,0,GoogleSearch
8.9,3,3.9,GoogleSearch
10.2,2,0,GoogleSearch
10,2,0,GoogleSearch
57.7,5,0,Directlink
68,4,0,Directlink
9.9,1,0,GoogleSearch
8.2,2,0,GoogleSearch
11.1,1,0,GoogleSearch
10.9,3,0,GoogleSearch
87.8,4,22,GoogleSearch
3.3,0,0,GoogleAdWord
51.9,4,18.6,Directlink
10.4,2,0,GoogleSearch
14,1,0,GoogleSearch
7.9,3,0,GoogleSearch
12.2,3,0,GoogleSearch
9.5,2,0,GoogleSearch
73,8,9.2,GoogleSearch
5.4,3,0,GoogleSearch
11.1,2,0,GoogleSearch
52.5,6,0,Directlink
6.4,2,0,GoogleSearch
9.1,3,0,GoogleSearch
8.4,2,0,GoogleSearch
9.4,1,0,GoogleAdWord
34.8,4,15.1,Directlink
8.9,3,0,GoogleSearch
8.6,2,0,GoogleSearch
9.9,2,0,GoogleSearch
11,2,0,GoogleSearch
11.6,3,0,GoogleSearch
9.7,2,0,GoogleSearch
11,1,0,GoogleSearch
12.5,2,0,GoogleSearch
15.5,2,0,GoogleSearch
9.5,1,0,GoogleSearch
8,2,0,GoogleSearch
12.6,2,0,GoogleSearch
6.8,4,0,GoogleSearch
72.1,4,18.1,GoogleSearch
9.9,3,0,GoogleSearch
9.5,2,0,GoogleSearch
8.6,1,0,GoogleSearch
32.4,3,0,GoogleAdWord
11.2,2,0,GoogleSearch
9.4,3,0,GoogleSearch
9.4,2,0,GoogleSearch
11.3,3,0,GoogleSearch
7.7,4,0,GoogleSearch
72.9,4,0,Directlink
10,4,0,GoogleSearch
9.9,1,0,GoogleSearch
67.9,11,6.3,GoogleSearch
10,0,1,GoogleSearch
6.9,1,0,GoogleSearch
3.1,2,0,GoogleAdWord
62.4,9,0,Directlink
7.8,2,0,GoogleSearch
10.6,3,0,GoogleSearch
104.3,11,9.6,GoogleSearch
62.7,13,4.9,GoogleSearch
10.4,1,0,GoogleSearch
7.8,2,0,GoogleSearch
13.2,2,0,GoogleSearch
8.4,2,0,GoogleSearch
13.6,2,0,GoogleSearch
71.4,2,35.8,GoogleSearch
10.3,2,0,GoogleSearch
80.8,9,9.1,GoogleSearch
10.9,1,0,GoogleSearch
6.5,3,0,GoogleSearch
12.8,3,0,GoogleSearch
8.6,1,0,GoogleSearch
10.1,2,3.1,GoogleSearch
11.1,2,0,GoogleSearch
66.2,15,4.5,GoogleSearch
10.9,3,0,GoogleSearch
32.5,1,3.7,GoogleAdWord
8.3,4,0,GoogleSearch
11.8,1,0,GoogleSearch
11.7,2,0,GoogleSearch
9.1,5,5.9,GoogleSearch
78.1,4,19.6,GoogleSearch
11.1,2,0,GoogleSearch
9.5,4,0,GoogleSearch
9.5,4,0,GoogleSearch
11.9,2,0,GoogleSearch
19.7,1,0,GoogleAdWord
86.7,9,9.7,GoogleSearch
2.5,0,0,GoogleAdWord
8.6,2,0,GoogleSearch
6.7,1,0,GoogleSearch
11.5,2,0,GoogleSearch
10.2,1,0,GoogleSearch
80.1,5,16.1,GoogleSearch
7.8,1,0,GoogleSearch
8.3,2,0,GoogleSearch
9.5,0,0,GoogleSearch
8.2,1,0,GoogleSearch
106.3,3,0,Directlink
5.9,1,0,GoogleSearch
7.5,4,0,GoogleSearch
10.7,0,0,GoogleSearch
11.3,2,0,GoogleSearch
8.6,1,0,GoogleSearch
12.5,2,0,GoogleSearch
9.5,2,0,GoogleSearch
13.1,3,0,GoogleSearch
8.2,0,0,GoogleSearch
8.4,1,0,GoogleAdWord
9.9,3,0,GoogleSearch
12.4,1,0,GoogleSearch
10.7,1,0,GoogleSearch
11.3,1,0,GoogleSearch
7.1,3,0,GoogleSearch
9.8,1,2,GoogleSearch
1,2,0,GoogleAdWord
10.5,1,0,GoogleSearch
8.9,2,0,GoogleSearch
8.9,0,0,GoogleSearch
8,1,0,GoogleSearch
8.1,1,0,GoogleSearch
1.2,1,0,GoogleAdWord
82.6,4,24.7,Directlink
50.2,6,0,Directlink
9.4,1,0,GoogleSearch
12.6,2,0,GoogleSearch
8.9,3,0,GoogleSearch
10.6,2,0,GoogleSearch
22,0,0,GoogleAdWord
8.9,1,0,GoogleSearch
5,2,0,GoogleSearch
9,2,0,GoogleSearch
6.1,2,0,GoogleSearch
9.3,2,0,GoogleSearch
8.8,3,0,GoogleSearch
10.8,1,0,GoogleSearch
11.9,2,0,GoogleSearch
1,1,0,GoogleAdWord
11.7,3,0,GoogleSearch
106.9,3,35.7,GoogleSearch
12,3,0,GoogleSearch
10.1,2,0,GoogleSearch
14.4,1,0,GoogleSearch
12.4,2,0,GoogleSearch
15.7,2,0,GoogleSearch
13.1,3,0,GoogleSearch
1,0,0,GoogleAdWord
10.1,2,0,GoogleSearch
13.3,2,0,GoogleSearch
6.8,3,0,GoogleSearch
13.2,1,0,GoogleSearch
10.4,3,0,GoogleSearch
8.7,3,0,GoogleSearch
9.8,3,4,GoogleSearch
13,1,0,GoogleSearch
70.5,7,28.3,Directlink
68,9,7.7,GoogleSearch
9.7,3,0,GoogleSearch
98.6,7,0,Directlink
8.1,2,2.9,GoogleSearch
8.7,1,0,GoogleSearch
13.3,2,0,GoogleSearch
10.8,2,0,GoogleSearch
9.5,1,0,GoogleSearch
11.5,2,0,GoogleSearch
104.9,2,52.6,GoogleSearch
8.8,4,0,GoogleSearch
79.6,5,16,GoogleSearch
9.2,0,0,GoogleSearch
9.8,1,0,GoogleSearch
78.9,1,79,GoogleSearch
8.4,1,0,GoogleSearch
5.7,2,0,GoogleSearch
9.3,2,0,GoogleSearch
91.4,10,9.2,GoogleSearch
7.4,0,0,GoogleSearch
11.3,1,0,GoogleSearch
93.9,12,7.9,GoogleSearch
10.3,1,0,GoogleSearch
10.3,2,0,GoogleSearch
9.3,4,0,GoogleSearch
8,1,0,GoogleSearch
9.5,3,0,GoogleSearch
61.6,12,5.2,GoogleSearch
12.1,2,0,GoogleSearch
8.3,3,0,GoogleSearch
69.2,3,23.2,GoogleSearch
97.7,4,27.7,Directlink
63.1,8,0,Directlink
83.3,3,27.9,GoogleSearch
10.2,2,0,GoogleSearch
12.6,3,0,GoogleSearch
8.6,3,0,GoogleSearch
11.6,0,0,GoogleSearch
58.2,5,0,Directlink
8.4,3,0,GoogleSearch
10.7,0,0,GoogleSearch
8.2,1,0,GoogleSearch
6.5,1,0,GoogleSearch
8.1,1,0,GoogleAdWord
11.8,1,0,GoogleAdWord
13.3,4,0,GoogleSearch
76.5,10,0,Directlink
8.6,3,0,GoogleSearch
12.1,2,0,GoogleSearch
10.5,3,0,GoogleSearch
12.7,0,0,GoogleSearch
11.9,3,4.2,GoogleSearch
12.7,2,0,GoogleSearch
6.5,1,0,GoogleSearch
9.5,2,0,GoogleSearch
7.3,3,0,GoogleSearch
11.2,2,0,GoogleSearch
10,3,0,GoogleSearch
5.7,4,0,GoogleSearch
9.9,2,0,GoogleSearch
9.7,1,0,GoogleSearch
13,3,0,GoogleSearch
10,3,0,GoogleSearch
7.3,2,0,GoogleSearch
1,2,0,GoogleAdWord
10.8,2,0,GoogleSearch
67.5,9,0,Directlink
20.8,2,0,GoogleAdWord
11.4,1,0,GoogleSearch
10,2,0,GoogleSearch
84.7,8,10.7,GoogleSearch
9.6,2,0,GoogleSearch
13.3,2,0,GoogleSearch
10.2,3,0,GoogleSearch
62.2,6,24.6,Directlink
1,0,0,GoogleAdWord
6.8,1,0,GoogleSearch
9.7,2,0,GoogleSearch
13.6,2,0,GoogleSearch
9,2,0,GoogleSearch
9.5,3,0,GoogleSearch
9.4,2,0,GoogleSearch
16.1,2,0,GoogleSearch
10,0,0,GoogleSearch
11.8,3,0,GoogleSearch
11.1,4,0,GoogleSearch
63,10,6.4,GoogleSearch
7.4,1,0,GoogleSearch
13.2,3,0,GoogleSearch
28.9,1,0,GoogleAdWord
12.4,3,0,GoogleSearch
73.4,7,0,Directlink
12.5,2,0,GoogleSearch
12.8,0,0,GoogleSearch
11.9,3,0,GoogleSearch
9.2,3,0,GoogleSearch
9.9,3,0,GoogleSearch
6,1,1.6,GoogleSearch
7,1,0,GoogleSearch
56.4,5,0,Directlink
9.2,2,0,GoogleSearch
11.2,3,0,GoogleSearch
10.8,0,0,GoogleSearch
47.7,8,6.1,GoogleSearch
90.7,7,32.3,Directlink
11.2,4,0,GoogleSearch
10.1,2,0,GoogleSearch
6.3,1,0,GoogleSearch
7.1,1,0,GoogleSearch
46.3,8,25.5,Directlink
7.5,2,0,GoogleSearch
12.5,2,0,GoogleSearch
52.1,12,4.4,GoogleSearch
10.2,4,0,GoogleSearch
17,1,0,GoogleAdWord
11.4,3,0,GoogleSearch
9.3,4,0,GoogleSearch
15,2,0,GoogleAdWord
10.7,2,0,GoogleSearch
10.5,1,0,GoogleSearch
9.5,2,0,GoogleSearch
24.8,5,15.2,Directlink
10.4,2,0,GoogleSearch
6.6,3,0,GoogleSearch
9,1,0,GoogleSearch
7.4,3,0,GoogleSearch
9.9,2,0,GoogleSearch
3.5,1,0,GoogleAdWord
8.9,4,0,GoogleSearch
8.7,4,0,GoogleSearch
9.1,1,0,GoogleSearch
10.4,1,0,GoogleSearch
9.6,2,0,GoogleSearch
9.2,2,0,GoogleSearch
99.9,7,14.4,GoogleSearch
13.1,1,0,GoogleSearch
10.3,1,0,GoogleSearch
9.2,1,0,GoogleSearch
10.4,0,0,GoogleSearch
11.1,3,0,GoogleSearch
10.1,5,0,GoogleSearch
80.2,1,80.3,GoogleSearch
9,2,0,GoogleSearch
33.3,6,18.9,Directlink
54.9,6,0,Directlink
13.1,3,0,GoogleSearch
9.3,3,0,GoogleSearch
11.7,4,0,GoogleSearch
11.5,1,0,GoogleSearch
10,2,0,GoogleSearch
9.9,0,0,GoogleSearch
21.9,9,22.6,Directlink
13,2,0,GoogleSearch
59.3,7,26,Directlink
15.1,2,0,GoogleAdWord
9.9,2,0,GoogleSearch
10.7,2,0,GoogleSearch
7.7,1,0,GoogleAdWord
51.2,5,20.4,Directlink
12.4,3,0,GoogleSearch
13.3,1,0,GoogleSearch
9.9,2,0,GoogleSearch
12.5,4,5.3,GoogleSearch
10.5,0,0,GoogleSearch
9.6,3,0,GoogleSearch
59.3,5,22.1,Directlink
10.9,1,0,GoogleSearch
10,2,0,GoogleSearch
10.9,2,0,GoogleSearch
45.9,3,0,Directlink
38.8,9,26,Directlink
10.4,3,0,GoogleSearch
9.7,3,0,GoogleSearch
9.2,3,0,GoogleSearch
9.5,2,0,GoogleSearch
8.5,2,2.9,GoogleSearch
7.5,2,0,GoogleSearch
9.9,2,0,GoogleSearch
8.5,2,0,GoogleSearch
11.3,2,0,GoogleSearch
1,1,0,GoogleAdWord
11.9,3,0,GoogleSearch
7.7,3,0,GoogleSearch
8.7,2,0,GoogleSearch
10.2,1,0,GoogleSearch
67.4,5,0,Directlink
10.2,2,0,GoogleSearch
8.3,1,0,GoogleSearch
12.5,2,0,GoogleSearch
110.8,13,8.6,GoogleSearch
9,1,0,GoogleSearch
7.2,1,0,GoogleSearch
6.5,2,0,GoogleSearch
11.7,2,0,GoogleSearch
10.9,3,0,GoogleSearch
8.9,2,0,GoogleSearch
10.8,1,0,GoogleSearch
9.7,2,0,GoogleSearch
7.4,2,2.8,GoogleSearch
10.3,3,0,GoogleSearch
77.9,5,0,Directlink
3.4,2,0,GoogleAdWord
12.3,1,0,GoogleSearch
9,3,0,GoogleSearch
13.1,0,0,GoogleSearch
9.5,1,2,GoogleSearch
15.4,3,0,GoogleSearch
10.2,2,0,GoogleSearch
11.5,3,0,GoogleSearch
9.3,3,0,GoogleSearch
8.5,2,0,GoogleSearch
9.4,3,0,GoogleSearch
9.8,2,0,GoogleSearch
8.9,0,0,GoogleSearch
8.7,2,0,GoogleSearch
7.9,0,0,GoogleSearch
7.8,3,0,GoogleSearch
7.6,4,0,GoogleSearch
9.2,2,0,GoogleSearch
9.3,1,0,GoogleSearch
1,1,0,GoogleAdWord
11.4,3,0,GoogleSearch
9.2,4,0,GoogleSearch
9.1,1,0,GoogleSearch
7.3,2,0,GoogleSearch
8.3,2,0,GoogleSearch
11.5,1,0,GoogleSearch
36.7,8,23.5,Directlink
11.3,1,2.2,GoogleSearch
8,3,0,GoogleSearch
11,2,0,GoogleSearch
14.5,1,0,GoogleSearch
9.9,1,0,GoogleSearch
6.3,3,0,GoogleSearch
3.6,1,2.2,GoogleAdWord
8.6,3,0,GoogleSearch
9.5,3,0,GoogleSearch
9.5,0,0,GoogleSearch
11.2,2,0,GoogleSearch
7.2,2,0,GoogleSearch
12.1,3,0,GoogleSearch
7.2,2,0,GoogleSearch
68.5,4,21.9,Directlink
88.3,1,88.4,GoogleSearch
1.3,2,0,GoogleAdWord
11.5,3,0,GoogleSearch
5.1,2,0,GoogleAdWord
74.3,8,31.1,Directlink
9.6,2,0,GoogleSearch
69.1,3,23.1,GoogleSearch
9.9,3,0,GoogleSearch
6.6,2,0,GoogleSearch
10.2,1,0,GoogleSearch
11.2,2,0,GoogleSearch
1.3,1,0,GoogleAdWord
9.6,2,0,GoogleSearch
76.6,9,0,Directlink
9.9,0,0,GoogleSearch
10.5,1,0,GoogleSearch
10.4,4,0,GoogleSearch
9.3,5,0,GoogleSearch
11.5,2,0,GoogleSearch
5.7,2,0,GoogleSearch
7.3,1,1.8,GoogleSearch
8.6,2,0,GoogleSearch
7.9,0,0,GoogleSearch
87.9,9,35.8,Directlink
1,2,0,GoogleAdWord
12,2,0,GoogleSearch
53.5,8,0,Directlink
82.5,8,32.7,Directlink
24.9,2,0,GoogleAdWord
9.5,1,0,GoogleSearch
75.9,13,5.9,GoogleSearch
6.7,2,0,GoogleSearch
11.2,3,4.2,GoogleSearch
10.7,4,0,GoogleSearch
10.8,1,0,GoogleSearch
82.2,8,0,Directlink
11.6,1,0,GoogleSearch
1,0,0,GoogleAdWord
10.1,3,0,GoogleSearch
8.2,2,0,GoogleSearch
11.8,1,0,GoogleSearch
11.6,3,0,GoogleSearch
7.3,0,0,GoogleSearch
61.1,7,0,Directlink
12,2,0,GoogleSearch
16.4,1,0,GoogleAdWord
9.3,0,0,GoogleSearch
7.7,1,0,GoogleSearch
9,3,0,GoogleSearch
6.5,1,0,GoogleSearch
11.9,1,0,GoogleSearch
8.8,3,0,GoogleSearch
29.8,4,0,Directlink
5.6,2,0,GoogleSearch
11,1,0,GoogleSearch
13.4,2,3.4,GoogleSearch
9.1,2,0,GoogleSearch
80,12,6.7,GoogleSearch
9.4,3,0,GoogleSearch
7.4,2,0,GoogleSearch
78.4,8,0,Directlink
9.5,1,0,GoogleSearch
14.8,2,0,GoogleSearch
11.7,1,0,GoogleSearch
11.5,1,2.2,GoogleSearch
7.6,1,0,GoogleSearch
7.7,1,1.8,GoogleSearch
10,1,0,GoogleSearch
10.4,2,0,GoogleSearch
9.5,3,0,GoogleSearch
79.2,16,5.1,GoogleSearch
11.2,3,0,GoogleSearch
10.8,2,0,GoogleSearch
13.3,3,0,GoogleSearch
9,4,5,GoogleSearch
73.8,11,6.8,GoogleSearch
28.8,3,0,Directlink
8.4,1,0,GoogleSearch
9.9,2,0,GoogleSearch
6.7,4,0,GoogleSearch
11.5,3,0,GoogleSearch
17.5,2,0,GoogleAdWord
93.2,5,18.7,GoogleSearch
13.4,3,0,GoogleSearch
11.4,1,0,GoogleSearch
88.8,5,17.9,GoogleSearch
10.9,2,0,GoogleSearch
1,0,0,GoogleAdWord
7.8,1,0,GoogleSearch
10.9,2,0,GoogleSearch
7.9,3,0,GoogleSearch
11.9,3,0,GoogleSearch
80,11,7.4,GoogleSearch
8.6,2,0,GoogleSearch
11.8,3,0,GoogleSearch
11.1,2,0,GoogleSearch
7.8,2,2.8,GoogleSearch
72.5,5,24.7,Directlink
67.1,8,0,Directlink
12.2,1,0,GoogleSearch
11.8,3,0,GoogleSearch
12.9,2,0,GoogleSearch
9.4,2,0,GoogleSearch
62.3,7,0,Directlink
76.2,7,0,Directlink
11.1,1,0,GoogleSearch
5.9,3,0,GoogleSearch
8.4,3,0,GoogleSearch
10.2,2,0,GoogleSearch
7.7,3,0,GoogleSearch
9.2,4,0,GoogleSearch
45.7,7,0,Directlink
8.9,3,0,GoogleSearch
13.8,3,0,GoogleSearch
8.9,0,0,GoogleSearch
9.9,4,0,GoogleSearch
10.7,2,0,GoogleSearch
53.4,4,18.9,Directlink
7.1,1,0,GoogleSearch
78.5,11,7.2,GoogleSearch
12.1,3,0,GoogleSearch
1,1,0,GoogleAdWord
77.6,5,0,Directlink
8.1,1,0,GoogleSearch
9.7,1,0,GoogleSearch
9.9,1,0,GoogleSearch
10.2,2,0,GoogleSearch
11,1,0,GoogleSearch
11.2,2,0,GoogleSearch
9,1,0,GoogleSearch
9.1,0,0,GoogleSearch
9.3,1,2,GoogleSearch
13.6,2,0,GoogleAdWord
8.4,2,0,GoogleSearch
51.7,4,18.5,Directlink
10.5,1,2.1,GoogleSearch
12.4,2,0,GoogleSearch
9.2,0,0,GoogleSearch
9.2,3,0,GoogleSearch
71.8,9,8.1,GoogleSearch
9.8,3,0,GoogleSearch
10.3,2,0,GoogleSearch
10.2,1,0,GoogleSearch
12.2,1,0,GoogleSearch
55.5,7,25.3,Directlink
83.6,3,22.9,Directlink
12.6,1,0,GoogleSearch
8.7,2,0,GoogleSearch
9.1,1,0,GoogleSearch
7.1,3,0,GoogleSearch
7,4,0,GoogleSearch
8.7,1,0,GoogleSearch
78,6,13.1,GoogleSearch
8.9,2,0,GoogleSearch
8.6,2,0,GoogleSearch
7.9,2,0,GoogleSearch
9.4,3,0,GoogleSearch
10,3,0,GoogleSearch
58,9,29.8,Directlink
65.3,12,5.5,GoogleSearch
12.6,2,0,GoogleSearch
6.6,1,0,GoogleSearch
8.2,2,0,GoogleSearch
11,3,0,GoogleSearch
111.3,8,14,GoogleSearch
3.7,0,0.4,GoogleSearch
1,0,0,GoogleAdWord
11.2,1,2.2,GoogleSearch
78.5,14,5.7,GoogleSearch
0.7,2,0,GoogleAdWord
11.3,1,0,GoogleSearch
8.3,1,0,GoogleSearch
8.6,2,0,GoogleSearch
51.9,5,0,Directlink
8.5,3,0,GoogleSearch
10.2,1,0,GoogleSearch
7,2,0,GoogleSearch
10.8,3,0,GoogleSearch
10.4,4,0,GoogleSearch
86.7,4,0,Directlink
8,3,0,GoogleSearch
9.3,1,0,GoogleSearch
9.1,3,0,GoogleSearch
11.4,2,0,GoogleSearch
12.4,1,0,GoogleSearch
8.7,2,0,GoogleSearch
103.2,1,103.3,GoogleSearch
10,3,0,GoogleSearch
49.4,5,0,Directlink
12.2,1,0,GoogleSearch
11.6,3,0,GoogleSearch
75.8,7,29.4,Directlink
7.7,2,0,GoogleSearch
7.5,4,0,GoogleSearch
8,0,0,GoogleSearch
10.3,1,0,GoogleSearch
8.1,1,0,GoogleSearch
14.8,1,0,GoogleAdWord
16.2,2,0,GoogleAdWord
9.5,1,0,GoogleSearch
11.8,3,0,GoogleSearch
98.6,12,8.3,GoogleSearch
6.3,2,0,GoogleAdWord
11.1,0,0,GoogleSearch
7.9,2,0,GoogleSearch
7.4,2,0,GoogleAdWord
10.5,1,0,GoogleSearch
10.3,2,0,GoogleSearch
10.4,3,0,GoogleSearch
11.9,2,0,GoogleSearch
1,2,0,GoogleAdWord
8,2,0,GoogleSearch
89.1,5,17.9,GoogleSearch
7.1,2,0,GoogleSearch
12.7,2,0,GoogleSearch
9.9,2,0,GoogleSearch
47.4,10,4.8,GoogleSearch
7.4,2,0,GoogleSearch
10.3,2,0,GoogleAdWord
7.8,2,0,GoogleSearch
5.5,3,0,GoogleSearch
12.3,3,0,GoogleSearch
6.1,2,0,GoogleSearch
55.6,2,27.9,GoogleSearch
8.8,1,0,GoogleSearch
60.3,7,0,Directlink
1,1,0,GoogleAdWord
20.8,1,0,GoogleAdWord
51,10,0,Directlink
1,1,0,GoogleAdWord
7.5,3,0,GoogleSearch
57.8,4,0,Directlink
11,1,0,GoogleSearch
11.3,2,0,GoogleSearch
12.2,2,0,GoogleSearch
9.2,2,0,GoogleSearch
11.5,1,0,GoogleSearch
10.6,1,0,GoogleSearch
9.7,3,0,GoogleSearch
10.4,1,0,GoogleSearch
93.2,5,18.8,GoogleSearch
9.6,2,0,GoogleSearch
8.2,2,0,GoogleSearch
6.2,2,0,GoogleAdWord
47.5,9,0,Directlink
12.1,0,0,GoogleSearch
9.7,2,0,GoogleSearch
12.7,2,0,GoogleSearch
10.1,3,0,GoogleSearch
9.5,2,0,GoogleSearch
78.2,2,39.2,GoogleSearch
10.8,2,0,GoogleSearch
1.1,2,0,GoogleAdWord
64.1,18,3.7,GoogleSearch
5.6,1,0,GoogleSearch
6.6,1,0,GoogleAdWord
10.8,5,0,GoogleSearch
28.1,0,0,GoogleAdWord
11.7,2,0,GoogleSearch
8.3,3,0,GoogleSearch
1,1,0,GoogleAdWord
11.7,0,0,GoogleSearch
11.1,1,0,GoogleSearch
10.3,2,0,GoogleSearch
9.8,3,0,GoogleSearch
10.2,2,0,GoogleSearch
9,2,0,GoogleAdWord
12.3,2,0,GoogleSearch
12.4,1,0,GoogleSearch
9.2,1,0,GoogleSearch
21.1,2,0,GoogleAdWord
91.7,12,7.7,GoogleSearch
75.6,12,6.4,GoogleSearch
8.9,0,0,GoogleSearch
12.4,1,0,GoogleSearch
7.7,3,0,GoogleSearch
94.9,14,6.9,GoogleSearch
13,0,0,GoogleSearch
11.1,2,0,GoogleSearch
9.6,3,0,GoogleSearch
73.9,12,6.3,GoogleSearch
9.3,1,0,GoogleSearch
7,2,0,GoogleSearch
11.3,1,0,GoogleSearch
62.6,6,24.7,Directlink
12.1,1,0,GoogleSearch
7.2,1,0,GoogleSearch
9,5,0,GoogleSearch
10.1,4,0,GoogleSearch
9.5,2,0,GoogleSearch
9.5,2,0,GoogleSearch
10,0,0,GoogleAdWord
95.5,1,95.6,GoogleSearch
11.2,1,0,GoogleSearch
5.8,2,0,GoogleSearch
5.4,3,0,GoogleSearch
8.2,3,0,GoogleSearch
10.2,1,0,GoogleSearch
73.3,11,6.8,GoogleSearch
12.6,3,0,GoogleSearch
7.5,1,0,GoogleSearch
10,3,4,GoogleSearch
8.3,3,0,GoogleSearch
2.2,1,0,GoogleAdWord
6.7,2,0,GoogleSearch
8.5,2,0,GoogleSearch
1,1,0,GoogleAdWord
12.6,3,0,GoogleSearch
10.2,3,0,GoogleSearch
12.3,1,0,GoogleSearch
10.4,2,0,GoogleSearch
73.2,7,0,Directlink
10.7,2,0,GoogleSearch
9.5,1,0,GoogleAdWord
12.7,3,0,GoogleSearch
24.4,5,15.1,Directlink
106.5,7,15.3,GoogleSearch
11.9,3,0,GoogleSearch
9.7,2,0,GoogleSearch
12.7,3,0,GoogleSearch
12.7,3,0,GoogleSearch
9.1,3,0,GoogleSearch
94.6,7,33.1,Directlink
11,2,0,GoogleSearch
11.5,1,2.2,GoogleSearch
63.8,1,63.9,GoogleSearch
8.1,2,0,GoogleSearch
14.8,2,0,GoogleSearch
100.8,17,6,GoogleSearch
85.5,4,21.5,GoogleSearch
11.5,0,0,GoogleSearch
13,2,0,GoogleSearch
1,0,0,GoogleAdWord
86.6,1,86.7,GoogleSearch
7.2,1,0,GoogleSearch
10.8,2,0,GoogleSearch
8.5,1,0,GoogleSearch
5.8,1,0,GoogleSearch
7,5,0,GoogleSearch
11.8,3,0,GoogleSearch
1,2,0,GoogleAdWord
10,0,0,GoogleSearch
10.5,2,0,GoogleSearch
13.3,4,0,GoogleSearch
13.3,2,0,GoogleSearch
7.6,4,0,GoogleSearch
7.7,3,0,GoogleSearch
7.3,4,4.8,GoogleSearch
8.3,2,0,GoogleSearch
11.3,2,0,GoogleSearch
51.9,6,0,Directlink
11.3,1,2.2,GoogleSearch
11.5,3,0,GoogleSearch
1,2,0,GoogleAdWord
8.9,1,0,GoogleSearch
64.2,3,19,Directlink
25,1,0,GoogleAdWord
11.2,0,0,GoogleSearch
9.9,3,0,GoogleSearch
9.4,2,0,GoogleSearch
79.1,14,5.7,GoogleSearch
96.7,6,16.2,GoogleSearch
1,1,0,GoogleAdWord
10.1,1,0,GoogleSearch
9.8,3,0,GoogleSearch
12,3,0,GoogleSearch
40.9,6,20.4,Directlink
11.4,3,0,GoogleSearch
11.7,2,3.2,GoogleSearch
10.5,1,0,GoogleSearch
11.1,1,0,GoogleSearch
7.2,0,0,GoogleSearch
1.4,0,0,GoogleAdWord
10.2,1,0,GoogleSearch
9.1,2,0,GoogleSearch
11.6,4,0,GoogleSearch
72.6,4,0,Directlink
10.6,1,0,GoogleSearch
4.5,3,0,GoogleSearch
8.8,3,0,GoogleSearch
11.8,4,0,GoogleSearch
11.4,1,0,GoogleSearch
8.9,3,0,GoogleSearch
38.8,8,23.9,Directlink
10.6,4,0,GoogleSearch
8.3,0,0,GoogleSearch
9.2,1,0,GoogleSearch
10.9,2,0,GoogleSearch
8.1,2,0,GoogleSearch
28.8,8,0,Directlink
77.3,16,4.9,GoogleSearch
6.8,2,0,GoogleSearch
1,1,0,GoogleAdWord
9.9,2,0,GoogleSearch
8.5,1,0,GoogleSearch
1,1,0,GoogleAdWord
100.8,6,16.9,GoogleSearch
11.9,3,0,GoogleSearch
8.5,1,0,GoogleSearch
9.6,0,0,GoogleSearch
11,4,0,GoogleSearch
9.4,0,0,GoogleSearch
25.2,2,0,GoogleAdWord
11.6,4,0,GoogleSearch
11.1,4,0,GoogleSearch
8.2,3,3.9,GoogleSearch
10.1,3,0,GoogleSearch
62.4,8,28.7,Directlink
7.2,2,0,GoogleSearch
11.8,2,0,GoogleSearch
9.1,1,0,GoogleSearch
11,3,0,GoogleSearch
9.8,1,0,GoogleSearch
6,2,2.6,GoogleSearch
1,0,0,GoogleAdWord
14.4,2,0,GoogleSearch
13.2,2,0,GoogleSearch
70.2,2,0,Directlink
10.3,4,0,GoogleSearch
1,2,0,GoogleAdWord
10.1,1,0,GoogleSearch
12.5,2,0,GoogleSearch
11,3,0,GoogleSearch
9.1,3,0,GoogleSearch
14.3,0,0,GoogleSearch
56.4,9,29.5,Directlink
9.7,3,0,GoogleSearch
9,3,0,GoogleSearch
9.6,3,0,GoogleSearch
10.4,1,0,GoogleSearch
9.1,3,0,GoogleSearch
10.8,2,0,GoogleSearch
5.7,0,0,GoogleAdWord
11.7,3,4.2,GoogleSearch
12.4,0,0,GoogleSearch
8,2,0,GoogleSearch
9.5,2,0,GoogleSearch
7.9,3,0,GoogleSearch
